LIDNUM,NAME,LAT,LONG,MAX_AGE,MIN_AGE,NOTES,NB_SPCS,LIST_SPCS
27761,Tunggur- MOII,43.744722222222194,112.900555555556,12.85,11.2,,3,Artiodactyla Bovidae Turcocerus grangeri;Artiodactyla Cervidae Dicrocerus indet.;Proboscidea Gomphotheriidae Platybelodon grangeri
27754,Tunggur- ZH,43.6019444444444,112.683611111111,12.85,11.2,,4,Artiodactyla Bovidae Turcocerus noverca;Artiodactyla Cervidae Lagomeryx triacuminatus;Artiodactyla Cervidae Stephanocemas indet.;Proboscidea Mammutidae Miomastodon gobiensis
27755,Tunggur-AC,43.6147222222222,112.716944444444,12.85,11.2,,3,Artiodactyla Bovidae Turcocerus noverca;Perissodactyla Equidae Anchitherium gobiensis;Proboscidea Gomphotheriidae Platybelodon grangeri
20621,Tunggur-Moergen,43,112,12.85,11.2,,17,Artiodactyla Bovidae Turcocerus grangeri;Artiodactyla Bovidae Turcocerus noverca;Artiodactyla Cervidae Dicrocerus grangeri;Artiodactyla Cervidae Dicrocerus sp.;Artiodactyla Cervidae Euprox grangeri;Artiodactyla Cervidae Lagomeryx triacuminatus;Artiodactyla Cervidae Stephanocemas thomsoni;Artiodactyla Giraffidae Palaeotragus tungurensis;Artiodactyla Moschidae Micromeryx indet.;Artiodactyla Suidae Kubanochoerus indet.;Artiodactyla Suidae Listriodon splendens;Perissodactyla Chalicotheriidae Chalicotherium brevirostris;Perissodactyla Equidae Anchitherium gobiensis;Perissodactyla Rhinocerotidae Acerorhinus zernowi;Perissodactyla Rhinocerotidae Hispanotherium tungurense;Proboscidea Gomphotheriidae Platybelodon grangeri;Proboscidea Mammutidae Miomastodon gobiensis
27753,Tunggur-WC,43.5491666666667,112.661944444444,12.85,11.2,,9,Artiodactyla Bovidae Turcocerus grangeri;Artiodactyla Bovidae Turcocerus noverca;Artiodactyla Giraffidae Palaeotragus tungurensis;Artiodactyla Suidae Listriodon splendens;Perissodactyla Chalicotheriidae Chalicotherium brevirostris;Perissodactyla Equidae Anchitherium gobiensis;Perissodactyla Rhinocerotidae Acerorhinus zernowi;Perissodactyla Rhinocerotidae Hispanotherium tungurense;Proboscidea Gomphotheriidae Platybelodon grangeri
24547,Xinan,34.6622222222222,112.18,12.5,11.2,,5,Artiodactyla Bovidae Prosinotragus indet.;Artiodactyla Bovidae Turcocerus indet.;Artiodactyla Giraffidae Palaeotragus indet.;Artiodactyla Suidae Hyotherium youngi;Artiodactyla Suidae Listriodon splendens


,Early late Miocene,,,12.049,7.2,,,
26569,Butwal,28,82.5,11.63,7.246,,5,Artiodactyla Anthracotheriidae Hemimeryx pusillus;Artiodactyla Bovidae Pachyportax indet.;Artiodactyla Bovidae Sivoreas eremita;Artiodactyla Giraffidae Giraffokeryx punjabiensis;Perissodactyla Equidae Hipparion indet.
29083,Chiang Muan_II,18.933333333333334,100.23333333333333,12.049,9.786,,3,Artiodactyla Suidae Propotamochoerus hyotheriodes;Perissodactyla Rhinocerotidae Subchilotherium intermedium;Primates Hominidae Lufengpithecus chiangmuanensis
28227,Damiao 02,42.0086111111111,111.580555555556,11.657,11.592,,3,Artiodactyla Cervidae Euprox indet.;Artiodactyla Cervidae Stephanocemas indet.;Artiodactyla Moschidae Micromeryx indet.
21670,Dera Bugti Sartaaf,29.033,69.15,9.9,7.6,,3,Artiodactyla Giraffidae Bramatherium perimense;Perissodactyla Equidae Hipparion indet.;Proboscidea Gomphotheriidae Gomphotherium indet.
29086,Khorat_sand pit,15.02638888888889,102.28055555555555,11.63,7.2,,13,Artiodactyla Anthracotheriidae indet. indet.;Artiodactyla Bovidae indet. indet.;Artiodactyla Giraffidae Sivatherium indet.;Artiodactyla Hippopotamidae Hexaprotodon sivalensis;Artiodactyla Suidae Hippopotamodon sivalense;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Alicornops complanatum;Perissodactyla Rhinocerotidae Brachypotherium perimense;Perissodactyla Rhinocerotidae Chilotherium palaeosinensis;Primates Hominidae Khoratpithecus piriyai;Proboscidea Deinotheriidae Deinotherium indicum;Proboscidea Gomphotheriidae Gomphotherium indet.;Proboscidea Stegodontidae Stegolophodon indet.
20628,Amuwusu,42.3675,112.7408,11.2,9.5,,5,Artiodactyla Cervidae Dicrocerus indet.;Artiodactyla Moschidae Micromeryx indet.;Perissodactyla Equidae Anchitherium indet.;Perissodactyla Rhinocerotidae indet. indet.;Proboscidea indet. indet. indet.
24920,Guonigou,35.8333333333333,103.75,11.2,9.5,,8,Artiodactyla Bovidae Shaanxispira baheensis;Perissodactyla Equidae Hipparion dongxiangense;Perissodactyla Rhinocerotidae Chilotheridium indet.;Perissodactyla Rhinocerotidae Ningxiatherium euryrhinus;Perissodactyla Rhinocerotidae Ningxiatherium longirhinus;Perissodactyla Rhinocerotidae Parelasmotherium linxiaense;Perissodactyla Rhinocerotidae Parelasmotherium simplum;Proboscidea Gomphotheriidae Tetralophodon exoletus
20627,Qaidam-Tuosu,37.1,96.83333333333333,12.049,9.105,,12,Artiodactyla Bovidae Gazella indet.;Artiodactyla Bovidae Olonbulukia tsaidamensis;Artiodactyla Bovidae Protoryx indet.;Artiodactyla Bovidae Qurliqnoria sp.;Artiodactyla Bovidae Tossunnoria pseudibex;Artiodactyla Bovidae Tsaidamotherium hedini;Artiodactyla Cervidae Dicrocerus indet.;Artiodactyla Cervidae Euprox indet.;Artiodactyla Giraffidae indet. indet.;Perissodactyla Chalicotheriidae Chalicotherium brevirostris;Perissodactyla Equidae Hipparion teilhardi;Proboscidea Gomphotheriidae Tetralophodon indet.
20631,Wuzhong-ganhegou,37.9919,106.2025,11.2,9.5,,4,Artiodactyla Bovidae Qurliqnoria cheni;Perissodactyla Equidae Cormohipparion weihoense;Perissodactyla Rhinocerotidae Acerorhinus tsaidamensis;Proboscidea Gomphotheriidae Tetralophodon exoletus
23198,Sop Mae Tham,16.75,99,11.2,9.9,,7,Artiodactyla Bovidae Miotragocerus indet.;Artiodactyla Suidae Hippopotamodon indet.;Artiodactyla Suidae Propotamochoerus indet.;Artiodactyla Tragulidae indet. indet.;Perissodactyla Equidae indet. indet.;Perissodactyla Rhinocerotidae indet. indet.;Proboscidea Gomphotheriidae Tetralophodon indet.
27705,Pasuda,23.241111111111113,70.18361111111112,11.232,8.282499999999999,,11,Artiodactyla Anthracotheriidae Parabrachyodus hyopotamoides;Artiodactyla Anthracotheriidae Sivameryx palaeindicus;Artiodactyla Giraffidae Giraffa priscilla;Artiodactyla Giraffidae Giraffokeryx punjabiensis;Artiodactyla Suidae Listriodon dukkar;Artiodactyla Suidae Sivachoerus sindiensis;Artiodactyla Suidae Tetraconodon thailandicus;Artiodactyla Tragulidae Dorcatherium minimus;Perissodactyla Rhinocerotidae Brachypotherium indet.;Proboscidea Deinotheriidae Deinotherium sindiense;Proboscidea Gomphotheriidae indet. indet.
29071,Lanzhou_xingjiawan,36.766666666666666,103.21666666666667,11.056,7.695,Age comment: ca 6-5 Ma,5,Artiodactyla Cervidae indet. indet.;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Chilotherium habereri;Proboscidea Stegodontidae Stegodon indet.
24572,Fugu-Laogaochuan-Lamagou,39.229167,110.5213888,8.972,7.2,,14,Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Bovidae Miotragocerus gregarius;Artiodactyla Bovidae Plesiaddax minor;Artiodactyla Bovidae Tragoreas indet.;Artiodactyla Cervidae indet. indet.;Artiodactyla Giraffidae Palaeotragus decipiens;Artiodactyla Giraffidae Samotherium indet.;Perissodactyla Chalicotheriidae Nestoritherium fuguense;Perissodactyla Equidae Hipparion chiai;Perissodactyla Equidae Hipparion fossatum;Perissodactyla Rhinocerotidae Acerorhinus hezhengensis;Perissodactyla Rhinocerotidae Chilotherium habereri;Perissodactyla Rhinocerotidae Sinotherium lagrelii;Proboscidea Gomphotheriidae indet. indet.
24471,Fugu-Laogaochuan-Wangdafuliang,39.229167,110.5213888,9.9,8.9,,8,Artiodactyla Bovidae Gazella indet.;Artiodactyla Bovidae Miotragocerus indet.;Artiodactyla Giraffidae Schansitherium indet.;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Acerorhinus fuguensis;Perissodactyla Rhinocerotidae Chilotherium wimani;Perissodactyla Rhinocerotidae Sinotherium indet.;Proboscidea Gomphotheriidae Platybelodon indet.
26501,Guanghe-sigou,35.4833333333333,103.5,9.9,8.9,,6,Artiodactyla Bovidae Miotragocerus indet.;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Acerorhinus hezhengensis;Perissodactyla Rhinocerotidae Chilotherium wimani;Proboscidea Gomphotheriidae Tetralophodon indet.
24921,Hezheng-Dashengou,35.85,103.7333,9.9,8.9,,26,Artiodactyla Bovidae Dorcadoryx triquetricornis;Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Bovidae Hezhengia bohlini;Artiodactyla Bovidae Lantiantragus longirostralis;Artiodactyla Bovidae Miotragocerus indet.;Artiodactyla Bovidae Protoryx indet.;Artiodactyla Bovidae Qurliqnoria cheni;Artiodactyla Bovidae Shaanxispira baheensis;Artiodactyla Bovidae Shaanxispira chowi;Artiodactyla Bovidae Tossunnoria pseudibex;Artiodactyla Bovidae Tsaidamotherium hedini;Artiodactyla Cervidae Dicrocerus indet.;Artiodactyla Cervidae Eostyloceros blainvillei;Artiodactyla Giraffidae Honanotherium schlosseri;Artiodactyla Giraffidae Palaeotragus decipiens;Artiodactyla Giraffidae Palaeotragus microdon;Artiodactyla Giraffidae Samotherium indet.;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Cormohipparion weihoense;Perissodactyla Equidae Hipparion chiai;Perissodactyla Rhinocerotidae Acerorhinus fuguensis;Perissodactyla Rhinocerotidae Acerorhinus hezhengensis;Perissodactyla Rhinocerotidae Acerorhinus tsaidamensis;Perissodactyla Rhinocerotidae Chilotherium wimani;Perissodactyla Rhinocerotidae Iranotherium morgani;Proboscidea Gomphotheriidae Tetralophodon exoletus
28216,Magway,20.1097222222222,95.11166666666671,8.108,7.695,,13,Artiodactyla Anthracotheriidae Merycopotamus medioximus;Artiodactyla Bovidae indet. indet.;Artiodactyla Palaeochoeridae Schizoporcus indet.;Artiodactyla Suidae Hippopotamodon sivalense;Artiodactyla Suidae Propotamochoerus hysudricus;Artiodactyla Suidae Tetraconodon minor;Artiodactyla Tragulidae indet. indet.;Perissodactyla Chalicotheriidae indet. indet.;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae indet. indet.;Primates Hominidae Khoratpithecus ayeyarwadyensis;Proboscidea Gomphotheriidae Tetralophodon indet.;Proboscidea Stegodontidae Stegolophodon indet.
24487,Lantian-12,34.20935,109.194167,9.786,9.764333333333333,,6,Artiodactyla Bovidae Gazella sp.;Artiodactyla Bovidae Lantiantragus longirostralis;Artiodactyla Bovidae gen. sp.;Perissodactyla Equidae Hipparion sp.;Perissodactyla Rhinocerotidae Chilotherium sp.;Perissodactyla Rhinocerotidae Stephanorhinus orientalis
29082,Hari Devi I,31.531666666666666,76.6375,9.531,7.432,,4,Artiodactyla Bovidae indet. indet.;Perissodactyla Equidae Hipparion indet.;Primates Hominidae Sivapithecus indicus;Primates Hominidae Sivapithecus sivalensis
29091,Kalagarh,28.333333333333332,78.76666666666667,9.531,7.432,,6,Artiodactyla Anthracotheriidae Sivameryx indet.;Artiodactyla Bovidae Dorcadoxa prorrecticornis;Artiodactyla Tragulidae Dorcatherium majus;Artiodactyla Tragulidae Dorcatherium nagrii;Primates Hominidae Sivapithecus indicus;Primates Hominidae Sivapithecus punjabicus
20630,Biru-Bulong,31.567,93.833,9.5,9,,4,Artiodactyla Bovidae Gazella indet.;Artiodactyla Giraffidae Samotherium indet.;Perissodactyla Equidae Hipparion xizangesis;Perissodactyla Rhinocerotidae Subchilotherium intermedium
26503,Qaidam-shenggou,37.0833333333333,97.25,8.9,7.6,,7,Artiodactyla Bovidae Gazella indet.;Artiodactyla Cervidae Euprox indet.;Perissodactyla Equidae Hipparion chiai;Perissodactyla Equidae Hipparion teilhardi;Perissodactyla Rhinocerotidae Acerorhinus tsaidamensis;Perissodactyla Rhinocerotidae Dicerorhinus ringstroemi;Proboscidea Gomphotheriidae Amebelodon indet.
24922,Yangjiashan,35.8667,103.7667,8.9,7.6,,12,Artiodactyla Bovidae Gazella indet.;Artiodactyla Bovidae Hezhengia bohlini;Artiodactyla Bovidae Protoryx indet.;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Cervidae Metacervulus indet.;Artiodactyla Giraffidae Palaeotragus microdon;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Acerorhinus hezhengensis;Perissodactyla Rhinocerotidae Chilotherium wimani;Perissodactyla Tapiridae Tapirus hezhengensis;Proboscidea Mammutidae Zygolophodon indet.
29066,Yuanmou_Xiaohe,25.713832,101.773388,8.9,7.6,,21,Artiodactyla Cervidae Euprox indet.;Artiodactyla Cervidae Muntiacus indet.;Artiodactyla Cervidae Paracervulus indet.;Artiodactyla Palaeochoeridae Yunnanochoerus gandakasensis;Artiodactyla Suidae Chleuastochoerus indet.;Artiodactyla Suidae Propotamochoerus hyotheriodes;Artiodactyla Tragulidae Dorcabune indet.;Artiodactyla Tragulidae Dorcatherium indet.;Artiodactyla Tragulidae Yunnanotherium indet.;Perissodactyla Chalicotheriidae Macrotherium yuanmouensis;Perissodactyla Equidae Cormohipparion chiai;Perissodactyla Rhinocerotidae Acerorhinus yuanmouensis;Perissodactyla Rhinocerotidae Rhinoceros indet.;Perissodactyla Rhinocerotidae Subchilotherium intermedium;Primates Adapidae Sinoadapis parvus;Primates Hominidae Lufengpithecus hudienensis;Primates Hominidae Yuanmoupithecus indet.;Proboscidea Elephantidae Stegotetrabelodon primitivum;Proboscidea Gomphotheriidae Tetralophodon xiaohensis;Proboscidea Mammutidae Mammut zhepengensis;Proboscidea Stegodontidae Stegodon indet.
29058,Xining_Jiangjiagou,36.686388888888885,102.06416666666667,8.771,8.254,,5,Artiodactyla Cervidae Stephanocemas indet.;Artiodactyla Suidae Kubanochoerus indet.;Perissodactyla Equidae Hipparion dongxiangense;Perissodactyla Rhinocerotidae Chilotherium indet.;Perissodactyla Rhinocerotidae Parelasmotherium indet.
24490,Lantian-30,34.19944444444444,109.22694444444444,8.254,8.2053333333333,,5,Artiodactyla Bovidae Dorcadoryx triquetricornis;Artiodactyla Bovidae gen. sp.;Perissodactyla Chalicotheriidae indet. indet.;Perissodactyla Equidae Hipparion chiai;Perissodactyla Equidae Hipparion sp.
24501,Lantian-shuijiazui-L4(s6),34.1,109.3,8.254,8.205333333333334,,6,Artiodactyla Bovidae Shaanxispira chowi;Artiodactyla Giraffidae Palaeotragus decipiens;Perissodactyla Equidae Cormohipparion weihoense;Perissodactyla Equidae Hipparion chiai;Perissodactyla Rhinocerotidae indet. indet.;Proboscidea Gomphotheriidae Tetralophodon exoletus
24492,Lantian-33,34.18388888888889,109.25,8.108,8.025400000000001,,4,Artiodactyla Bovidae Gazella lydekkeri;Artiodactyla Bovidae gen. sp.;Artiodactyla Cervidae Metacervulus indet.;Artiodactyla Giraffidae Schansitherium tafelli
23040,Lantian-6,34.185694,109.251778,8.108,8.0254,,10,Artiodactyla Bovidae Dorcadoryx orientalis;Artiodactyla Bovidae Gazella lydekkeri;Artiodactyla Bovidae Lantiantragus longirostralis;Artiodactyla Bovidae Shaanxispira baheensis;Artiodactyla Bovidae gen. sp.;Artiodactyla Giraffidae Schansitherium tafelli;Perissodactyla Equidae Hipparion chiai;Perissodactyla Equidae Hipparion sp.;Perissodactyla Rhinocerotidae Acerorhinus indet.;Perissodactyla Rhinocerotidae Stephanorhinus orientalis
24500,Lantian-shuijiazui-L1(s5),34.1,109.3,8.108,8.0254,,8,Artiodactyla Bovidae Dorcadoryx triquetricornis;Artiodactyla Giraffidae Palaeotragus decipiens;Perissodactyla Equidae Cormohipparion weihoense;Perissodactyla Equidae Hipparion chiai;Perissodactyla Equidae Hipparion dermatorhinum;Perissodactyla Rhinocerotidae Brachypotherium sp.;Perissodactyla Rhinocerotidae Stephanorhinus orientalis;Proboscidea Gomphotheriidae Tetralophodon exoletus

,Late Late Miocene,,,7.6,5.3,,,
24477,Jilong-Gyirong,28.8666666666667,85.1833333333333,7.1,5.333,,6,Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Cervidae Metacervulus capreolinus;Artiodactyla Giraffidae Palaeotragus microdon;Perissodactyla Equidae Hipparion chilongensis;Perissodactyla Equidae Hipparion guizhongensis;Perissodactyla Rhinocerotidae Chilotherium xizangensis
20946,Lufeng-shihuiba,25.3,102.4,7.6,7.1,,18,Artiodactyla Bovidae Selenoportax indet.;Artiodactyla Cervidae Dicrocerus indet.;Artiodactyla Cervidae Metacervulus simplex;Artiodactyla Cervidae Muntiacus nanus;Artiodactyla Moschidae Moschus indet.;Artiodactyla Palaeochoeridae Yunnanochoerus lufengensis;Artiodactyla Suidae Potamochoerus indet.;Artiodactyla Suidae Propotamochoerus hyotheriodes;Artiodactyla Suidae Propotamochoerus wui;Artiodactyla Tragulidae Dorcabune progressus;Artiodactyla Tragulidae Yunnanotherium simplex;Perissodactyla Tapiridae Tapirus yunnanensis;Primates Adapidae Sinoadapis carnosus;Primates Adapidae Sinoadapis shihuibaensis;Primates Crouzeliidae Laccopithecus robustus;Primates Hominidae Sivapithecus lufengensis;Proboscidea Gomphotheriidae Tetralophodon exoletus;Proboscidea Mammutidae Zygolophodon lufengensis
24504,Lantian-shuijiazui-s4,34.1,109.3,7.285,7.251,,6,Artiodactyla Bovidae Gazella indet.;Artiodactyla Bovidae gen. sp.;Artiodactyla Giraffidae Palaeotragus microdon;Perissodactyla Equidae Cormohipparion weihoense;Perissodactyla Equidae Hipparion chiai;Perissodactyla Rhinocerotidae Chilotherium habereri
27712,Chaingzauk,21.505,94.5891666666667,7.246,5.333,,13,Artiodactyla Anthracotheriidae Merycopotamus dissimilis;Artiodactyla Bovidae Selenoportax lydekkeri;Artiodactyla Bovidae Selenoportax vexillarius;Artiodactyla Hippopotamidae Hexaprotodon iravaticus;Artiodactyla Hippopotamidae Hexaprotodon sivalensis;Artiodactyla Suidae Propotamochoerus hysudricus;Artiodactyla Suidae Sivachoerus prior;Artiodactyla Tragulidae Dorcabune anthracotherioides;Artiodactyla Tragulidae Dorcatherium indet.;Perissodactyla Rhinocerotidae Rhinoceros indet.;Primates Cercopithecidae Trachypithecus indet.;Proboscidea Gomphotheriidae Sinomastodon indet.;Proboscidea Stegodontidae Stegodon indet.
29070,Siwalik_Hasnot,32.81666666666667,73.3,7.246,5.333,,23,Artiodactyla Bovidae Elachistoceras khauristanensis;Artiodactyla Bovidae Gazella lydekkeri;Artiodactyla Bovidae Gazella padriensis;Artiodactyla Bovidae Miotragocerus gluten;Artiodactyla Bovidae Pachyportax giganteus;Artiodactyla Bovidae Pachyportax indet.;Artiodactyla Bovidae Pachyportax latidens;Artiodactyla Bovidae Pachyportax nagrii;Artiodactyla Bovidae Perimia falconeri;Artiodactyla Bovidae Proleptobos birmanicus;Artiodactyla Bovidae Selenoportax vexillarius;Artiodactyla Bovidae Tragoportax browni;Artiodactyla Bovidae Tragoportax perimensis;Artiodactyla Bovidae Tragoportax punjabicus;Artiodactyla Bovidae Tragoportax salmontanus;Artiodactyla Giraffidae Bramatherium perimense;Artiodactyla Giraffidae Giraffa punjabiensis;Artiodactyla Giraffidae Hydaspitherium megacephalum;Artiodactyla Giraffidae Vishnutherium iravaticum;Artiodactyla Suidae Hippopotamodon sivalense;Artiodactyla Suidae Propotamochoerus hysudricus;Artiodactyla Tragulidae Dorcatherium majus;Artiodactyla Tragulidae Dorcatherium minimus
26464,Akesai-hongyazi,39.3333333333333,94.3333333333333,7.2,5.3,,5,Artiodactyla Bovidae Gazella indet.;Artiodactyla Cervidae indet. indet.;Artiodactyla Giraffidae Palaeotragus indet.;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Chilotherium indet.
27156,Chang Chia Chuang,37.04222222222219,112.990277777778,7.2,5.3,,3,Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Suidae Chleuastochoerus stehlini;Proboscidea Stegodontidae Stegodon indet.
24468,Dongxiang-jiegou,35,103,7.2,5.3,,4,Artiodactyla Cervidae Cervocerus indet.;Artiodactyla Giraffidae Honanotherium indet.;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Chilotherium indet.
24472,Fu-Ku-Lok.51,39.229167,110.5213888888889,7.2,5.3,,7,Artiodactyla Bovidae Plesiaddax minor;Artiodactyla Bovidae Tragocerus gregarius;Artiodactyla Bovidae Tragoportax spectabilis;Artiodactyla Giraffidae Honanotherium schlosseri;Artiodactyla Giraffidae Samotherium indet.;Perissodactyla Equidae Hipparion dermatorhinum;Perissodactyla Rhinocerotidae Chilotherium wimani
24916,Guanghe-zhuangheji-LX200019,35.5,103.5,7.2,5.3,,4,Artiodactyla Bovidae Gazella indet.;Artiodactyla Suidae Chleuastochoerus indet.;Perissodactyla Rhinocerotidae Chilotherium indet.;Perissodactyla Rhinocerotidae Dicerorhinus indet.
24918,Hezheng-heilingding-LX200035,35.3333,103.1667,7.2,5.3,,4,Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Acerorhinus hezhengensis;Perissodactyla Rhinocerotidae Chilotherium wimani
24917,Hezheng-hetuo-LX200023,35.4667,103.1667,7.2,5.3,,6,Artiodactyla Cervidae Cervavitus indet.;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Acerorhinus hezhengensis;Perissodactyla Rhinocerotidae Chilotherium wimani;Perissodactyla Rhinocerotidae Dicerorhinus indet.
26445,Huachi,36.5,108,7.2,5.3,,3,Perissodactyla Equidae Hipparion coelophyes;Perissodactyla Equidae Hipparion dermatorhinum;Proboscidea Gomphotheriidae Paratetralophodon hasnotensis
24475,Huade-Heishatou,42,114,7.2,5.3,,6,Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Cervidae indet. indet.;Artiodactyla Giraffidae Palaeotragus indet.;Perissodactyla Equidae Hipparion plocodus;Perissodactyla Equidae Sinohippus zitteli;Perissodactyla Rhinocerotidae Chilotherium habereri
24476,Huade-Tuchetse,42,114,7.2,5.3,,12,Artiodactyla Bovidae Dorcadoryx indet.;Artiodactyla Bovidae Plesiaddax indet.;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Cervidae Cervocerus huadeensis;Artiodactyla Cervidae indet. indet.;Artiodactyla Giraffidae Palaeotragus indet.;Artiodactyla Giraffidae Samotherium indet.;Artiodactyla Moschidae Moschus grandaevus;Perissodactyla Equidae Hipparion plocodus;Perissodactyla Equidae Sinohippus zitteli;Perissodactyla Rhinocerotidae Aceratherium huadeensis;Perissodactyla Rhinocerotidae Chilotherium habereri
26455,Huoxian-anlecun,36.4833333333333,111.666666666667,7.2,5.3,,8,Artiodactyla Bovidae Antilope indet.;Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Cervidae Procapreolus indet.;Artiodactyla Giraffidae Palaeotragus microdon;Perissodactyla Chalicotheriidae Huanghotherium anlungensis;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Chilotherium anderssoni;Proboscidea Mammutidae Zygolophodon indet.
24480,Jingmen-Yangjiaji-Dingjiapo,31,112,7.2,5.3,,3,Artiodactyla Tragulidae Dorcatherium progressus;Perissodactyla Equidae Hipparion platyodus;Perissodactyla Rhinocerotidae Dicerorhinus ringstroemi
26442,Jingning,35.5,105.666666666667,7.2,5.3,,5,Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Cervidae indet. indet.;Artiodactyla Suidae Propotamochoerus hyotheriodes;Perissodactyla Equidae Hipparion hippidiodus;Perissodactyla Rhinocerotidae Chilotheridium indet.
24482,Jungar-Yaogou,40,112,7.2,5.3,,9,Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Bovidae Gazella sinensis;Artiodactyla Bovidae Plesiaddax indet.;Artiodactyla Cervidae Muntiacus lacustris;Artiodactyla Giraffidae Palaeotragus microdon;Artiodactyla Giraffidae Samotherium indet.;Perissodactyla Equidae Hipparion dermatorhinum;Perissodactyla Equidae Hipparion plocodus;Perissodactyla Rhinocerotidae Chilotherium indet.
20923,Lantian-gongwangling-shuizigou,34.1,109.3,7.2,5.3,,5,Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Giraffidae Honanotherium indet.;Perissodactyla Equidae Hipparion indet.;Perissodactyla Equidae indet. indet.;Perissodactyla Rhinocerotidae Chilotherium habereri
20921,Lantian-koujiacun-damiaogou,34.1,109.3,7.2,5.3,,6,Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Bovidae Tragoreas indet.;Artiodactyla Giraffidae Palaeotragus indet.;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion indet.;Perissodactyla Equidae indet. indet.
