LIDNUM,NAME,LAT,LONG,MAX_AGE,MIN_AGE,NOTES,NB_SPCS,LIST_SPCS
20922,Lantian-majiahe-yuanjiagou,34.1,109.3,7.2,5.3,,6,Artiodactyla Bovidae Gazella indet.;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Cervidae gen. sp.;Perissodactyla Equidae Hipparion indet.;Perissodactyla Equidae indet. indet.;Perissodactyla Rhinocerotidae indet. indet.
26440,Lushi-Redclay,34,111,7.2,5.3,,7,Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Cervidae Cervocerus novonossiae;Artiodactyla Cervidae Muntiacus indet.;Artiodactyla Giraffidae Palaeotragus indet.;Artiodactyla Suidae Chleuastochoerus indet.;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Chilotherium indet.
24514,Pao-Te-Lok.109,38.98175,111.165368,7.2,5.3,,9,Artiodactyla Bovidae Dorcadoryx lagrelii;Artiodactyla Bovidae Gazella altidens;Artiodactyla Bovidae Gazella dorcadoides;Artiodactyla Bovidae Gazella paotehensis;Artiodactyla Bovidae gen. sp.;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Giraffidae Palaeotragus microdon;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion indet.
24515,Pao-Te-Lok.110,39,111,7.2,5.3,,10,Artiodactyla Bovidae Dorcadoryx lagrelii;Artiodactyla Bovidae Gazella dorcadoides;Artiodactyla Bovidae Tragoportax spectabilis;Artiodactyla Bovidae gen. sp.;Artiodactyla Cervidae indet. indet.;Artiodactyla Giraffidae Palaeotragus indet.;Artiodactyla Giraffidae Samotherium indet.;Perissodactyla Equidae Hipparion dermatorhinum;Perissodactyla Rhinocerotidae Chilotherium indet.;Proboscidea Gomphotheriidae Tetralophodon exoletus
24519,Pao-Te-Lok.44,39.026717,111.1861,7.2,5.3,,19,Artiodactyla Bovidae Dorcadoryx lagrelii;Artiodactyla Bovidae Gazella dorcadoides;Artiodactyla Bovidae Gazella paotehensis;Artiodactyla Bovidae Tragoportax spectabilis;Artiodactyla Bovidae Urmiatherium intermedium;Artiodactyla Bovidae gen. sp.;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Giraffidae Honanotherium schlosseri;Artiodactyla Giraffidae Palaeotragus coelophrys;Artiodactyla Giraffidae Samotherium indet.;Artiodactyla Suidae Chleuastochoerus stehlini;Artiodactyla Suidae Hippopotamodon major;Artiodactyla Suidae Propotamochoerus hyotheriodes;Perissodactyla Equidae Hipparion coelophyes;Perissodactyla Equidae Hipparion fossatum;Perissodactyla Equidae Hipparion hippidiodus;Perissodactyla Rhinocerotidae Acerorhinus palaeosinensis;Perissodactyla Rhinocerotidae Chilotherium anderssoni;Perissodactyla Rhinocerotidae Chilotherium habereri
24521,Pao-Te-Lok.52,39,111,7.2,5.3,,7,Artiodactyla Bovidae Gazella indet.;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Giraffidae Honanotherium schlosseri;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion hippidiodus;Perissodactyla Rhinocerotidae Chilotherium habereri;Perissodactyla Rhinocerotidae Stephanorhinus orientalis
24522,Qinan-Chenggoucun,35,106,7.2,5.3,,6,Artiodactyla Bovidae Gazella indet.;Artiodactyla Bovidae gen. sp.;Perissodactyla Equidae Hipparion dermatorhinum;Perissodactyla Equidae Sinohippus zitteli;Perissodactyla Rhinocerotidae Chilotherium indet.;Proboscidea Gomphotheriidae Gomphotherium indet.
26452,Wenquan-dakusitai,45,81,7.2,5.3,,4,Artiodactyla Bovidae Gazella dorcadoides;Artiodactyla Cervidae indet. indet.;Artiodactyla Giraffidae indet. indet.;Perissodactyla Rhinocerotidae indet. indet.
24540,Wudu-longjiagou,33.6666666666667,105,7.2,5.3,,21,Artiodactyla Bovidae Gazella blacki;Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Bovidae Miotragocerus indet.;Artiodactyla Cervidae Cervavitus demissus;Artiodactyla Cervidae Eostyloceros blainvillei;Artiodactyla Cervidae Metacervulus bidens;Artiodactyla Cervidae Metacervulus brevis;Artiodactyla Cervidae Muntiacus lacustris;Artiodactyla Giraffidae Honanotherium schlosseri;Artiodactyla Giraffidae Samotherium indet.;Artiodactyla Suidae Chleuastochoerus stehlini;Hyracoidea indet. indet. indet.;Perissodactyla Chalicotheriidae Anisodon wuduensis;Perissodactyla Equidae Hipparion dermatorhinum;Perissodactyla Equidae Hipparion parvum;Perissodactyla Equidae Hipparion platyodus;Perissodactyla Equidae Hipparion plocodus;Perissodactyla Rhinocerotidae Acerorhinus indet.;Perissodactyla Rhinocerotidae Chilotherium indet.;Primates Hominidae Dryopithecus wuduensis;Proboscidea Gomphotheriidae indet. indet.
26446,Xili,34.0833333333333,105.083333333333,7.2,5.3,,3,Perissodactyla Equidae Hipparion parvum;Perissodactyla Rhinocerotidae Chilotherium indet.;Proboscidea Stegodontidae Stegodon zdanskyi
24571,Zhangqiu-Balouhe,36.6666666666667,117.466666666667,7.2,5.3,,7,Artiodactyla Cervidae Cervavitus demissus;Artiodactyla Cervidae Muntiacus lacustris;Artiodactyla Suidae indet. indet.;Perissodactyla Equidae Hipparion platyodus;Perissodactyla Equidae Sinohippus zitteli;Perissodactyla Rhinocerotidae Chilotherium indet.;Proboscidea Gomphotheriidae indet. indet.
26523,Siziwangqi-wulanhua,41.9166666666667,111.666666666667,7.2,5.3,,10,Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Bovidae Plesiaddax depereti;Artiodactyla Bovidae Tragoreas palaeosinensis;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Giraffidae Palaeotragus microdon;Artiodactyla Giraffidae Samotherium sinense;Perissodactyla Equidae Hipparion platyodus;Perissodactyla Equidae Hipparion teilhardi;Perissodactyla Equidae Sinohippus robustus;Perissodactyla Rhinocerotidae Chilotherium anderssoni
24517,Pao-Te-Lok.31,39.023083,111.184867,7.14,6.9365,,11,Artiodactyla Bovidae Dorcadoryx lagrelii;Artiodactyla Bovidae Gazella dorcadoides;Artiodactyla Bovidae Gazella paotehensis;Artiodactyla Bovidae Macrotragus shansiensis;Artiodactyla Bovidae Tragoportax spectabilis;Artiodactyla Bovidae gen. sp.;Artiodactyla Giraffidae Palaeotragus coelophrys;Artiodactyla Giraffidae Samotherium indet.;Perissodactyla Equidae Hipparion fossatum;Perissodactyla Equidae Sinohippus robustus;Perissodactyla Rhinocerotidae Chilotherium habereri
24518,Pao-Te-Lok.43,39.016049431281296,111.09194755554199,7.14,6.9365,,17,Artiodactyla Bovidae Dorcadoryx lagrelii;Artiodactyla Bovidae Gazella altidens;Artiodactyla Bovidae Gazella dorcadoides;Artiodactyla Bovidae Gazella paotehensis;Artiodactyla Bovidae Paraprotoryx minor;Artiodactyla Bovidae Tragoportax spectabilis;Artiodactyla Bovidae Urmiatherium intermedium;Artiodactyla Bovidae gen. sp.;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Giraffidae Palaeotragus coelophrys;Artiodactyla Giraffidae Samotherium indet.;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion coelophyes;Perissodactyla Equidae Hipparion hippidiodus;Perissodactyla Rhinocerotidae Chilotherium habereri;Perissodactyla Rhinocerotidae Stephanorhinus orientalis;Proboscidea Gomphotheriidae Tetralophodon exoletus
24520,Pao-Te-Lok.49,39.00416666666667,111.17194444444443,7.14,6.9365,,18,Artiodactyla Bovidae Dorcadoryx lagrelii;Artiodactyla Bovidae Gazella dorcadoides;Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Bovidae Gazella paotehensis;Artiodactyla Bovidae Palaeoryx sinensis;Artiodactyla Bovidae Urmiatherium intermedium;Artiodactyla Bovidae gen. sp.;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Cervidae Procapreolus latifrons;Artiodactyla Giraffidae Honanotherium schlosseri;Artiodactyla Giraffidae Palaeotragus microdon;Artiodactyla Suidae Chleuastochoerus stehlini;Artiodactyla Suidae Propotamochoerus hyotheriodes;Perissodactyla Equidae Hipparion plocodus;Perissodactyla Rhinocerotidae Acerorhinus palaeosinensis;Perissodactyla Rhinocerotidae Chilotherium indet.;Perissodactyla Rhinocerotidae Stephanorhinus orientalis;Proboscidea Mammutidae Mammut borsoni
24573,Fugu-Laogaochuan-Miaoliang,39.229167,110.52138888,7.2,5.3,,10,Artiodactyla Cervidae Cervavitus demissus;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Cervidae Eostyloceros blainvillei;Artiodactyla Cervidae Muntiacus lacustris;Artiodactyla Cervidae Procapreolus latifrons;Artiodactyla Giraffidae Honanotherium indet.;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion platyodus;Perissodactyla Rhinocerotidae Acerorhinus indet.;Proboscidea Gomphotheriidae indet. indet.
28211,Ho-qu-114,39.4166666666667,111.416666666667,7.1,5.3,,11,Artiodactyla Bovidae Gazella dorcadoides;Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Bovidae Gazella paotehensis;Artiodactyla Bovidae Plesiaddax depereti;Artiodactyla Bovidae Tragoreas lagrelii;Artiodactyla Giraffidae Palaeotragus coelophrys;Artiodactyla Giraffidae Palaeotragus microdon;Artiodactyla Giraffidae Samotherium decipiens;Artiodactyla Suidae Hippopotamodon major;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Chilotherium indet.
24474,Hsin-An-Loc.12,34.6,112.2,7.1,5.3,,7,Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Giraffidae Honanotherium schlosseri;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion ptychodus;Perissodactyla Rhinocerotidae Acerorhinus palaeosinensis;Perissodactyla Rhinocerotidae Stephanorhinus orientalis
24485,Qingyang-Lok.115,36,108,7.1,5.3,,10,Artiodactyla Bovidae Gazella dorcadoides;Artiodactyla Bovidae Gazella paotehensis;Artiodactyla Bovidae Urmiatherium intermedium;Artiodactyla Bovidae gen. sp.;Artiodactyla Giraffidae Palaeotragus microdon;Artiodactyla Giraffidae Samotherium neumayri;Artiodactyla Giraffidae Samotherium sinense;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion hippidiodus;Perissodactyla Rhinocerotidae Chilotherium indet.
24486,Qingyang-Lok.116,36,108,7.1,5.3,,11,Artiodactyla Bovidae Gazella dorcadoides;Artiodactyla Bovidae Gazella paotehensis;Artiodactyla Bovidae Macrotragus planifrons;Artiodactyla Bovidae Palaeoryx indet.;Artiodactyla Bovidae Prosinotragus tenuicornis;Artiodactyla Bovidae Urmiatherium intermedium;Artiodactyla Bovidae gen. sp.;Artiodactyla Giraffidae Palaeotragus microdon;Artiodactyla Giraffidae Samotherium neumayri;Artiodactyla Giraffidae Samotherium sinense;Perissodactyla Equidae Hipparion kreugeri
24528,Songshan-Loc.2,36.9647222222222,103.290555555556,7.1,5.3,,13,Artiodactyla Bovidae Dorcadoryx triquetricornis;Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Bovidae Sinotragus indet.;Artiodactyla Bovidae gen. sp.;Artiodactyla Cervidae Muntiacus lacustris;Artiodactyla Giraffidae Palaeotragus coelophrys;Artiodactyla Giraffidae Samotherium indet.;Perissodactyla Chalicotheriidae Chalicotherium indet.;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Acerorhinus tianzhuense;Perissodactyla Rhinocerotidae Chilotherium anderssoni;Perissodactyla Rhinocerotidae Chilotherium habereri;Perissodactyla Rhinocerotidae Stephanorhinus ringstroemi
24529,Songshan-Loc.3,36.9602777777778,103.279444444444,7.1,5.3,,11,Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Bovidae Pachygazella grangeri;Artiodactyla Bovidae Sinotragus indet.;Artiodactyla Bovidae gen. sp.;Artiodactyla Giraffidae Palaeotragus coelophrys;Artiodactyla Giraffidae Palaeotragus microdon;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Acerorhinus tianzhuense;Perissodactyla Rhinocerotidae Chilotherium anderssoni;Perissodactyla Rhinocerotidae Chilotherium habereri;Perissodactyla Rhinocerotidae Stephanorhinus ringstroemi
24541,Wu-Hsiang-Loc.71,36.8,112.8,7.1,5.3,,4,Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Chilotherium indet.
24542,Wu-Hsiang-loc.78,36.8,112.9,7.1,5.3,,8,Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Bovidae Gazella paotehensis;Artiodactyla Bovidae Tragoreas indet.;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Giraffidae Honanotherium schlosseri;Artiodactyla Giraffidae Palaeotragus coelophrys;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion ptychodus
24543,Wu-Hsiang-Lok.70,36.8,112.9,7.1,5.3,,7,Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Bovidae Tragoreas lagrelii;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Giraffidae Honanotherium schlosseri;Artiodactyla Giraffidae Palaeotragus coelophrys;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion platyodus
24544,Wu-Hsiang-Lok.73,36.8,112.9,7.1,5.3,,8,Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Bovidae Tragoreas indet.;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Cervidae Eostyloceros blainvillei;Artiodactyla Giraffidae Honanotherium schlosseri;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion platyodus;Perissodactyla Rhinocerotidae Stephanorhinus orientalis
20943,Yushe-hounao,37,112.9,7.1,5.3,,6,Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Cervidae Metacervulus lepidus;Artiodactyla Cervidae Paracervulus attenuatus;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion houfenense;Proboscidea Stegodontidae Stegodon licenti
23196,Tha Chang 2,15,102.333,7.1,5.3,,15,Artiodactyla Anthracotheriidae Hemimeryx indet.;Artiodactyla Anthracotheriidae Merycopotamus thachangensis;Artiodactyla Bovidae Duboisia santeng;Artiodactyla Bovidae indet. indet.;Artiodactyla Giraffidae Bramatherium indet.;Artiodactyla Giraffidae Samotherium indet.;Artiodactyla Suidae Hippopotamodon indet.;Artiodactyla Suidae Tetraconodon indet.;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Aceratherium porpani;Perissodactyla Rhinocerotidae Acerorhinus palaeosinensis;Perissodactyla Rhinocerotidae Chilotheridium indet.;Proboscidea Mammutidae Zygolophodon indet.;Proboscidea Stegodontidae Stegodon indet.;Proboscidea Stegodontidae Stegolophodon stegodontoides
24496,Lantian-42,34.17916666666667,109.255,6.733,6.5845,,9,Artiodactyla Bovidae Gazella sp.;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Cervidae Procapreolus latifrons;Artiodactyla Giraffidae Palaeotragus microdon;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion hippidiodus;Perissodactyla Equidae Hipparion sp.;Perissodactyla Rhinocerotidae Acerorhinus palaeosinensis;Perissodactyla Rhinocerotidae Chilotherium habereri
20919,Lantian-jiulaopo-s3,34.1,109.3,6.733,6.436,,6,Artiodactyla Bovidae Gazella gaudryi;Artiodactyla Cervidae Cervavitus indet.;Artiodactyla Suidae Chleuastochoerus stehlini;Artiodactyla Suidae Hippopotamodon major;Perissodactyla Equidae Hipparion plocodus;Perissodactyla Equidae indet. indet.
24513,Pao-Te-Lok.108,39.002183,111.165867,6.5845,6.436,,10,Artiodactyla Bovidae Dorcadoryx lagrelii;Artiodactyla Bovidae Gazella dorcadoides;Artiodactyla Bovidae Gazella paotehensis;Artiodactyla Bovidae Urmiatherium intermedium;Artiodactyla Bovidae gen. sp.;Artiodactyla Cervidae indet. indet.;Artiodactyla Giraffidae Palaeotragus coelophrys;Artiodactyla Giraffidae Palaeotragus microdon;Perissodactyla Equidae Hipparion forstenae;Perissodactyla Rhinocerotidae Chilotherium indet.
29074,Zhaotong_shuitangba,27.328333333333333,103.73694444444445,6.436,6.033,,9,Artiodactyla Bovidae Gazella indet.;Artiodactyla Cervidae Muntiacus indet.;Artiodactyla Suidae Propotamochoerus indet.;Perissodactyla Rhinocerotidae gen. sp.;Perissodactyla Tapiridae Tapirus yunnanensis;Primates Cercopithecidae Mesopithecus pentelicus;Primates Hominidae Lufengpithecus lufengensis;Proboscidea Gomphotheriidae Sinomastodon indet.;Proboscidea Stegodontidae Stegodon zhaotongensis
29056,Tibet Zanda ZD0609 II,31.1,82.35,7.1,5.3,,3,Artiodactyla Bovidae Qurliqnoria sp.;Artiodactyla Giraffidae Palaeotragus indet.;Perissodactyla Equidae Hipparion indet.
29065,Yangyi,25.111944444444447,99.16166666666668,6.033,5.634,,7,Artiodactyla Cervidae Axis indet.;Perissodactyla Rhinocerotidae Chilotherium yunnaensis;Primates Adapidae Sinoadapis shihuibaensis;Primates Hominidae Lufengpithecus indet.;Proboscidea Mammutidae Zygolophodon indet.;Proboscidea Stegodontidae Stegodon elephantoides;Proboscidea Stegodontidae Stegolophodon yanyiensis
24516,Pao-Te-Lok.30,38.985448,111.175645,5.767,5.501,,16,Artiodactyla Bovidae Dorcadoryx lagrelii;Artiodactyla Bovidae Gazella dorcadoides;Artiodactyla Bovidae Gazella paotehensis;Artiodactyla Bovidae Plesiaddax depereti;Artiodactyla Bovidae Sinotragus wimani;Artiodactyla Bovidae Tragoportax spectabilis;Artiodactyla Bovidae Urmiatherium intermedium;Artiodactyla Bovidae gen. sp.;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Giraffidae Palaeotragus microdon;Artiodactyla Giraffidae Samotherium indet.;Artiodactyla Suidae Chleuastochoerus stehlini;Perissodactyla Equidae Hipparion dermatorhinum;Perissodactyla Equidae Hipparion forstenae;Perissodactyla Rhinocerotidae Chilotherium anderssoni;Perissodactyla Rhinocerotidae Sinotherium lagrelii

,Pliocene,,,5.333,2.5,,,
29068,Zhaotong,27.33833333333333,103.7175,5.333,3.9565,,9,Artiodactyla Cervidae Muntiacus indet.;Artiodactyla Suidae Sus indet.;Perissodactyla Equidae Equus indet.;Perissodactyla Equidae Equus yunnanensis;Perissodactyla Tapiridae Tapirus indet.;Proboscidea Elephantidae Elephas indet.;Proboscidea Gomphotheriidae Rhynchotherium huananensis;Proboscidea Mammutidae Zygolophodon indet.;Proboscidea Stegodontidae Stegodon zhaotongensis
27060,Gwebin,21,94.6666666666667,5.333,2.58,,11,Artiodactyla Anthracotheriidae Merycopotamus indet.;Artiodactyla Bovidae Bos indet.;Artiodactyla Bovidae Capricornis indet.;Artiodactyla Hippopotamidae Hexaprotodon indet.;Artiodactyla Suidae Propotamochoerus indet.;Artiodactyla Tragulidae Dorcabune indet.;Perissodactyla Chalicotheriidae Nestoritherium indet.;Perissodactyla Rhinocerotidae Dicerorhinus gwebinensis;Perissodactyla Rhinocerotidae Rhinoceros indet.;Proboscidea Stegodontidae Stegodon elephantoides;Proboscidea Stegodontidae Stegodon insignis
20636,Gaozhuang,37.28666666666666,113.119,5.3,3.55,,6,Artiodactyla Camelidae Paracamelus indet.;Artiodactyla Cervidae Paracervulus indet.;Perissodactyla Equidae Hipparion houfenense;Perissodactyla Equidae Proboscidipparion pater;Proboscidea Mammutidae Mammut borsoni;Proboscidea Stegodontidae Stegodon zdanskyi
24919,Guanghe-shilidun-LX200014,35.5,103.5,5.3,5,,7,Artiodactyla Bovidae Protoryx indet.;Artiodactyla Bovidae Sinotragus indet.;Artiodactyla Cervidae Cervavitus novorossiae;Artiodactyla Giraffidae Palaeotragus indet.;Artiodactyla Giraffidae Samotherium indet.;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Shansirhinus ringstromi
26463,Guide-heerjia,36,101.5,5.235,4.3965,,5,Artiodactyla Bovidae Gazella kueitensis;Artiodactyla Cervidae Axis shansius;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Chilotherium indet.;Proboscidea Gomphotheriidae Anancus sinensis
24560,Yushe-Gaozhuang,37,113,5.3,3.55,,6,Artiodactyla Camelidae Paracamelus indet.;Artiodactyla Cervidae Paracervulus indet.;Perissodactyla Equidae Hipparion houfenense;Perissodactyla Equidae Proboscidipparion pater;Proboscidea Mammutidae Mammut borsoni;Proboscidea Stegodontidae Stegodon zdanskyi
24631,Gaotege,43.4986,115.443888888889,5,3.55,,5,Artiodactyla Bovidae Gazella indet.;Artiodactyla Cervidae indet. indet.;Perissodactyla Equidae Hipparion huangheense;Perissodactyla Equidae Hipparion insperatum;Proboscidea indet. indet. indet.
26454,Yuanmou-dabanguo,25.6666666666667,101.166666666667,3.4,2.6,,6,Artiodactyla Suidae indet. indet.;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Chilotherium indet.;Perissodactyla Rhinocerotidae Shansirhinus ringstromi;Proboscidea Stegodontidae Stegodon banguoensis;Proboscidea Stegodontidae Stegolophodon primitium
20947,Yushe-YS156,37,112.9,5.3,2.6,,4,Artiodactyla Cervidae Procapreolus jinensis;Artiodactyla Moschidae Moschus indet.;Perissodactyla Equidae Hipparion indet.;Perissodactyla Rhinocerotidae Chilotherium indet.
29067,Yuanmou_shagou,25.673055555555557,101.91222222222223,5,2.5,,5,Artiodactyla Cervidae Muntiacus nanus;Perissodactyla Rhinocerotidae Rhinoceros indet.;Proboscidea Stegodontidae Stegodon elephantoides;Proboscidea Stegodontidae Stegodon zhaotongensis;Proboscidea Stegodontidae Stegolophodon stegodontoides
20964,Daodi_Laowogou_I,39.9,114.5,3.55,2.5,,5,Artiodactyla Bovidae Antilospira indet.;Artiodactyla Cervidae Axis shansius;Artiodactyla Cervidae Cervus indet.;Perissodactyla Equidae Proboscidipparion sinense;Perissodactyla Rhinocerotidae Chilotherium indet.
29078,Leijiahe_large mammal I,35.06666666666667,107.72500000000001,4.415333333333334,3.4976666666666665,,4,Artiodactyla Bovidae Gazella nihensis;Perissodactyla Equidae Hipparion houfenense;Perissodactyla Equidae Hipparion pater;Perissodactyla Rhinocerotidae Acerorhinus indet.
28319,Tibet Zanda (general locality),31.56527777777778,79.84805555555555,4.187,3.596,,6,Artiodactyla Bovidae Antilospira indet.;Artiodactyla Bovidae Protovis himalayensis;Artiodactyla Bovidae Qurliqnoria sp.;Artiodactyla Cervidae Cervavitus indet.;Perissodactyla Equidae Hipparion zandaense;Perissodactyla Rhinocerotidae Coelodonta thibetana
29060,Tibet Yuzhu,35.64722222222222,94.05555555555556,4.187,3.596,,4,Artiodactyla Bovidae Qurliqnoria sp.;Artiodactyla Bovidae indet. indet.;Perissodactyla Equidae Hipparion pater;Perissodactyla Rhinocerotina indet. indet.
29090,Saketi_Upper,31.37,77.44,3.9565,2.58,,16,Artiodactyla Bovidae Gazella indet.;Artiodactyla Bovidae Proamphibos kashmiricus;Artiodactyla Bovidae Probison dehmi;Artiodactyla Camelidae Camelus sivalensis;Artiodactyla Giraffidae Hydaspitherium megacephalum;Artiodactyla Giraffidae Sivatherium giganteum;Artiodactyla Hippopotamidae Hexaprotodon sivajavanicus;Artiodactyla Hippopotamidae Hexaprotodon sivalensis;Artiodactyla Suidae Hippohyus tatroti;Artiodactyla Suidae Propotamochoerus hyotheriodes;Artiodactyla Suidae Sivachoerus indet.;Perissodactyla Equidae Hipparion indet.;Proboscidea Elephantidae Elephas planifrons;Proboscidea Gomphotheriidae Anancus khetpuraliensis;Proboscidea Stegodontidae Stegodon bombifrons;Proboscidea Stegodontidae Stegodon insignis
29100,Linxia_Duikang,35.42777777777778,103.54666666666667,5.3,2.6,,8,Artiodactyla Bovidae Gazella blacki;Artiodactyla Cervidae Cervavitus novorossiae;Perissodactyla Chalicotheriidae Ancylotherium indet.;Perissodactyla Chalicotheriidae Hesperotherium indet.;Perissodactyla Equidae Hipparion hippidiodus;Perissodactyla Equidae Hipparion pater;Perissodactyla Equidae Hipparion platyodus;Perissodactyla Rhinocerotidae Shansirhinus ringstromi
29103,Yuxian_Huabaogou_I,40.1,114.70277777777778,3.55,2.5,,5,Artiodactyla Bovidae Antispiroides hopeiensis;Artiodactyla Bovidae Gazella blacki;Artiodactyla Bovidae Sinoryx indet.;Hyracoidea Pliohyracidae Postschizotherium indet.;Perissodactyla Equidae Hipparion houfenense
23055,Yuxian_Huabaogou_II,40.1,114.70277777777778,5,3.55,,3,Artiodactyla Bovidae Gazella blacki;Artiodactyla Giraffidae Palaeotragus indet.;Perissodactyla Equidae Hipparion hippidiodus
20638,Yuxian-Dongyaozitou,40.09027777777778,114.72333333333333,3.032,2.581,,9,Artiodactyla Bovidae Antilospira yuxianensis;Artiodactyla Bovidae Gazella sinensis;Artiodactyla Camelidae Paracamelus indet.;Artiodactyla Cervidae Axis indet.;Artiodactyla Giraffidae Palaeotragus progressus;Perissodactyla Equidae Hipparion houfenense;Perissodactyla Equidae Proboscidipparion sinense;Perissodactyla Rhinocerotidae Coelodonta nihowanensis;Proboscidea Mammutidae Mammut borsoni
